transport_mode,km_per_month,flights_per_year,electricity_kwh,energy_source,heating_type,diet_type,food_source,food_waste_level,waste_kg,recycling,shopping_spend,co2_monthly_kg,emission_tier
car_petrol,577.8,3,263.8,mixed,gas,omnivore,mixed,medium,18.6,some,115.3,572.14,high
cycle,294.5,1,246.8,renewable,gas,meat_heavy,local,high,38.7,most,92.7,355.49,low
car_petrol,251.1,4,251.2,coal,electric,omnivore,imported,low,9.9,some,102.9,571.4,high
car_electric,474.4,1,129.0,mixed,none,meat_heavy,local,low,6.4,some,204.9,331.42,low
car_petrol,410.5,3,125.7,mixed,electric,vegetarian,mixed,medium,14.7,some,129.2,379.99,low
car_petrol,783.5,3,302.1,coal,electric,meat_heavy,mixed,medium,42.9,some,111.0,660.48,high
car_petrol,464.2,2,190.2,mixed,none,vegetarian,mixed,high,48.7,none,83.6,394.62,low
cycle,259.8,1,238.9,mixed,gas,vegetarian,imported,high,9.2,none,112.1,348.05,low
train,422.8,0,265.3,mixed,electric,vegetarian,local,low,16.8,some,162.2,299.25,low
train,414.8,0,229.4,mixed,oil,meat_heavy,mixed,medium,36.7,none,113.5,521.02,high
car_petrol,570.1,1,180.6,mixed,gas,omnivore,mixed,medium,20.4,none,218.4,551.2,high
car_petrol,456.0,2,189.5,renewable,gas,vegetarian,local,medium,39.0,some,55.3,281.99,low
train,373.3,4,391.1,renewable,electric,omnivore,mixed,low,39.7,none,53.8,350.86,low
car_petrol,358.8,0,404.8,mixed,gas,meat_heavy,local,medium,33.4,most,114.9,445.07,moderate
bus,524.6,6,69.4,coal,electric,omnivore,mixed,low,18.2,some,170.4,463.82,moderate
car_petrol,320.1,0,318.5,renewable,electric,omnivore,imported,low,21.1,some,141.2,351.76,low
train,404.3,0,377.4,mixed,electric,meat_heavy,imported,high,37.9,most,60.2,600.97,high
car_diesel,548.3,4,220.1,mixed,electric,vegan,local,medium,48.4,none,295.6,495.92,moderate
bus,668.8,4,407.1,renewable,gas,vegetarian,mixed,medium,29.6,some,211.0,417.87,moderate
car_petrol,479.6,0,193.8,coal,electric,omnivore,local,low,22.6,most,30.3,380.53,low
train,683.7,0,169.0,renewable,gas,omnivore,local,high,41.3,most,47.2,260.43,low
cycle,303.8,2,306.3,coal,electric,omnivore,mixed,low,31.1,none,270.8,478.57,moderate
cycle,449.4,4,289.0,mixed,none,omnivore,imported,medium,21.4,some,137.8,435.88,moderate
car_diesel,236.6,3,244.0,mixed,gas,omnivore,imported,high,29.0,some,115.4,593.44,high
train,715.8,2,286.4,coal,gas,vegan,mixed,medium,43.6,some,29.1,382.85,low
car_petrol,359.4,0,232.0,coal,gas,meat_heavy,mixed,medium,21.0,some,112.8,587.34,high
bus,420.1,3,229.1,mixed,electric,omnivore,local,medium,45.2,most,163.7,396.35,low
car_petrol,418.3,0,209.7,coal,gas,meat_heavy,local,medium,17.7,most,273.3,566.46,high
cycle,341.9,2,195.4,mixed,gas,vegan,mixed,medium,35.6,none,119.2,322.81,low
car_petrol,223.0,3,375.8,renewable,gas,omnivore,mixed,medium,41.9,none,109.6,426.06,moderate
bus,434.5,2,237.9,mixed,none,vegetarian,mixed,medium,26.7,some,216.5,325.14,low
car_petrol,565.5,0,131.7,renewable,oil,vegetarian,mixed,low,26.0,most,148.5,321.4,low
car_electric,398.6,6,490.9,mixed,oil,omnivore,local,medium,50.3,none,63.3,561.58,high
train,784.2,1,228.8,mixed,gas,meat_heavy,mixed,low,38.4,some,225.8,545.79,high
bus,416.2,0,412.4,mixed,electric,vegan,local,high,25.7,some,163.5,318.79,low
car_diesel,388.9,0,103.6,renewable,electric,omnivore,mixed,high,17.9,none,39.2,303.73,low
motorbike,1040.4,10,220.5,coal,gas,vegetarian,mixed,high,31.2,most,68.7,684.79,high
car_electric,199.3,6,180.8,renewable,gas,meat_heavy,mixed,medium,43.9,some,83.3,474.64,moderate
car_petrol,1776.0,0,278.5,renewable,electric,meat_heavy,local,low,21.6,most,161.8,637.77,high
car_petrol,347.1,1,325.2,mixed,gas,omnivore,mixed,high,40.6,most,136.5,547.45,high
car_petrol,552.9,10,144.7,coal,gas,meat_heavy,mixed,low,25.7,none,138.9,815.92,high
car_electric,235.1,2,202.4,mixed,gas,meat_heavy,imported,medium,5.6,some,43.3,505.02,moderate
train,166.2,3,499.5,mixed,oil,meat_heavy,mixed,high,42.6,none,145.4,717.3,high
car_diesel,163.8,0,230.1,mixed,oil,omnivore,local,high,14.6,some,66.5,404.38,moderate
train,404.3,1,212.0,mixed,gas,vegetarian,local,high,44.2,most,154.8,371.97,low
car_petrol,308.7,6,239.0,coal,gas,omnivore,local,medium,30.7,most,156.0,626.05,high
car_petrol,537.7,2,261.5,renewable,gas,omnivore,mixed,high,38.2,some,120.7,488.8,moderate
bus,395.6,0,183.5,mixed,gas,omnivore,local,low,31.4,some,63.6,342.84,low
car_petrol,531.5,6,332.3,mixed,none,omnivore,local,medium,22.2,some,55.0,490.33,moderate
car_diesel,411.2,1,191.2,coal,oil,vegan,mixed,high,36.0,most,107.4,504.83,moderate
motorbike,689.0,2,152.8,coal,electric,meat_heavy,local,low,24.8,most,89.8,491.98,moderate
motorbike,301.4,0,319.5,mixed,electric,omnivore,mixed,high,20.9,some,207.5,452.28,moderate
bus,423.5,2,349.9,mixed,oil,meat_heavy,mixed,low,31.2,some,55.4,518.45,high
bus,547.2,0,263.6,mixed,gas,omnivore,imported,low,48.5,most,137.9,465.7,moderate
cycle,147.8,0,360.1,coal,oil,vegetarian,local,low,18.5,most,159.9,403.96,moderate
cycle,547.5,3,179.2,mixed,electric,meat_heavy,local,medium,19.4,none,117.1,403.21,moderate
train,469.8,3,193.0,coal,gas,vegetarian,local,low,27.1,most,85.7,464.47,moderate
train,321.3,1,292.6,coal,oil,vegetarian,local,high,27.7,none,76.6,459.2,moderate
cycle,581.7,3,118.2,coal,electric,omnivore,mixed,low,33.2,some,55.9,417.75,moderate
car_electric,351.9,0,209.0,mixed,none,vegetarian,mixed,high,27.5,none,127.5,262.84,low
bus,799.6,10,286.5,renewable,none,omnivore,imported,high,26.8,none,140.4,585.18,high
bus,315.3,0,339.6,mixed,gas,meat_heavy,mixed,high,15.1,most,135.9,519.72,high
cycle,466.9,6,303.3,coal,electric,vegetarian,mixed,medium,33.0,most,55.3,461.74,moderate
bus,432.6,0,193.0,mixed,gas,omnivore,mixed,medium,38.7,some,94.8,400.18,moderate
car_petrol,481.3,2,206.0,renewable,gas,vegetarian,imported,medium,33.6,some,55.0,335.2,low
bus,919.0,1,211.1,mixed,none,omnivore,local,low,17.2,none,210.9,401.68,moderate
car_electric,287.8,2,313.2,renewable,electric,vegan,local,high,32.4,most,167.9,224.56,low
car_electric,272.3,0,183.8,mixed,electric,vegetarian,mixed,high,20.6,none,97.7,290.69,low
train,528.1,4,261.6,coal,none,vegetarian,imported,high,19.0,none,107.6,429.06,moderate
bus,379.3,2,217.4,mixed,none,omnivore,mixed,low,15.5,most,64.8,313.79,low
bus,637.6,0,209.8,renewable,gas,meat_heavy,local,high,28.7,most,106.1,386.17,low
car_diesel,769.0,1,49.9,mixed,gas,omnivore,mixed,medium,31.6,some,86.5,488.56,moderate
car_petrol,426.5,1,387.3,mixed,gas,vegan,mixed,medium,37.8,some,245.4,480.1,moderate
cycle,470.0,2,205.0,coal,electric,vegetarian,mixed,low,29.1,most,92.4,326.89,low
car_petrol,363.3,0,257.0,coal,gas,omnivore,mixed,low,12.8,some,64.1,493.55,moderate
car_petrol,659.1,2,234.6,coal,gas,vegan,mixed,low,43.7,most,156.8,545.28,high
car_petrol,114.9,0,285.8,renewable,electric,meat_heavy,mixed,medium,38.6,some,50.8,336.15,low
cycle,719.3,0,191.9,mixed,gas,omnivore,mixed,low,29.4,none,154.3,385.82,low
motorbike,219.9,1,359.1,coal,oil,omnivore,mixed,medium,43.4,most,105.8,592.81,high
train,706.0,2,205.7,coal,electric,meat_heavy,imported,medium,23.7,none,118.1,632.93,high
cycle,417.0,0,66.4,mixed,none,omnivore,imported,high,26.5,none,427.7,511.39,high
car_petrol,489.9,3,404.1,coal,oil,omnivore,mixed,medium,33.2,some,48.4,735.33,high
bus,348.3,0,361.0,mixed,gas,meat_heavy,mixed,medium,33.7,most,286.3,514.91,high
car_petrol,882.9,2,315.1,mixed,oil,vegetarian,mixed,medium,33.4,none,85.1,571.85,high
cycle,719.3,6,140.1,mixed,gas,meat_heavy,local,low,30.1,none,153.1,512.7,high
train,375.8,3,181.3,mixed,gas,vegetarian,mixed,low,31.3,none,236.6,443.41,moderate
bus,250.5,0,74.8,mixed,gas,omnivore,mixed,high,41.9,some,100.0,422.59,moderate
car_diesel,542.9,2,283.7,mixed,electric,vegan,mixed,high,36.3,some,88.6,388.95,low
bus,1015.2,1,249.6,renewable,gas,omnivore,mixed,low,24.6,most,125.0,341.17,low
car_diesel,1147.8,2,473.8,renewable,oil,meat_heavy,local,high,30.3,most,44.1,558.23,high
car_petrol,273.4,1,245.6,renewable,gas,meat_heavy,mixed,low,32.6,some,152.4,391.14,low
cycle,1248.8,3,432.6,renewable,gas,vegetarian,mixed,high,20.4,none,178.0,311.16,low
train,507.8,2,269.8,coal,electric,vegetarian,local,high,46.5,most,244.6,492.25,moderate
bus,1035.4,0,130.5,coal,oil,meat_heavy,local,low,24.0,most,90.5,530.96,high
bus,264.3,2,432.3,renewable,electric,meat_heavy,mixed,medium,19.0,some,313.5,493.96,moderate
motorbike,470.5,3,370.2,renewable,oil,omnivore,mixed,medium,37.5,most,235.6,436.24,moderate
car_petrol,742.9,1,172.9,coal,oil,omnivore,local,medium,39.2,none,166.5,658.03,high
bus,499.0,0,250.8,renewable,gas,vegetarian,local,medium,18.4,none,237.2,253.72,low
car_petrol,251.8,1,279.8,coal,oil,vegan,imported,low,26.7,none,80.8,450.37,moderate
car_electric,202.5,2,346.4,renewable,gas,meat_heavy,local,low,26.8,some,115.1,305.08,low
cycle,451.4,0,219.9,renewable,gas,omnivore,mixed,medium,39.5,some,338.8,370.56,low
bus,706.6,0,326.1,mixed,none,omnivore,mixed,medium,27.3,some,161.6,406.55,moderate
motorbike,807.3,2,186.2,mixed,gas,meat_heavy,local,high,12.6,some,148.9,501.17,moderate
car_diesel,660.4,1,329.9,mixed,oil,meat_heavy,mixed,high,19.1,some,79.2,632.07,high
car_diesel,574.1,0,229.2,renewable,gas,meat_heavy,mixed,medium,31.1,most,238.5,451.7,moderate
train,215.4,3,225.7,mixed,oil,vegetarian,mixed,high,38.3,most,116.8,397.35,low
car_petrol,496.8,3,230.8,renewable,oil,meat_heavy,mixed,high,33.5,none,43.3,516.73,high
motorbike,338.3,0,165.3,mixed,electric,omnivore,mixed,high,35.9,some,177.6,467.0,moderate
car_petrol,558.1,1,279.7,coal,gas,vegetarian,mixed,medium,27.6,some,239.7,571.47,high
car_petrol,367.4,0,163.7,mixed,electric,meat_heavy,mixed,high,28.3,some,142.3,501.59,moderate
car_electric,428.3,2,262.9,mixed,gas,omnivore,mixed,low,27.3,some,232.0,457.51,moderate
train,335.9,10,172.3,mixed,oil,omnivore,imported,low,40.8,some,156.3,699.74,high
car_petrol,529.0,1,228.8,mixed,gas,vegetarian,local,medium,39.3,some,281.2,484.72,moderate
train,758.6,0,196.6,mixed,oil,vegetarian,mixed,high,10.5,most,57.3,312.76,low
car_electric,383.3,1,99.4,coal,gas,omnivore,mixed,low,26.7,some,270.1,509.85,moderate
car_petrol,464.6,0,407.9,mixed,gas,omnivore,local,low,29.4,some,397.9,635.5,high
car_petrol,231.2,2,152.4,coal,gas,meat_heavy,imported,high,27.6,some,411.1,838.48,high
car_petrol,424.1,0,249.5,renewable,oil,omnivore,mixed,medium,20.7,some,116.9,372.43,low
car_petrol,430.0,0,253.6,coal,none,omnivore,mixed,medium,29.1,most,19.7,381.54,low
car_petrol,793.2,0,260.0,coal,electric,omnivore,imported,medium,36.2,most,129.1,609.66,high
cycle,459.8,4,248.6,renewable,electric,vegan,local,low,31.7,most,107.4,204.62,low
car_petrol,433.1,1,166.9,coal,electric,meat_heavy,local,medium,30.9,none,149.8,538.88,high
bus,538.4,0,181.5,renewable,electric,omnivore,mixed,medium,27.7,none,193.9,341.29,low
car_petrol,501.2,1,294.3,mixed,gas,vegetarian,mixed,medium,33.0,none,313.6,532.31,high
cycle,705.1,0,125.1,mixed,gas,vegan,mixed,medium,33.0,none,49.7,225.96,low
cycle,149.2,0,203.9,mixed,gas,meat_heavy,mixed,medium,22.0,most,159.5,463.49,moderate
motorbike,304.4,0,142.1,coal,electric,meat_heavy,mixed,low,10.8,none,114.7,424.95,moderate
car_petrol,687.4,1,316.9,renewable,gas,meat_heavy,imported,high,14.6,most,153.9,613.54,high
train,514.7,10,248.4,coal,electric,meat_heavy,imported,low,44.5,none,59.8,734.83,high
bus,251.4,1,255.7,mixed,oil,omnivore,local,low,31.1,none,80.6,385.17,low
cycle,658.1,3,225.9,mixed,gas,omnivore,mixed,medium,23.4,some,131.8,470.24,moderate
cycle,196.4,3,225.0,mixed,electric,omnivore,mixed,low,27.2,some,47.5,363.99,low
bus,316.3,0,391.8,mixed,gas,meat_heavy,imported,medium,29.0,none,39.1,537.27,high
car_electric,828.6,0,301.6,coal,none,meat_heavy,mixed,medium,39.2,most,133.4,444.64,moderate
car_diesel,151.7,4,287.3,mixed,gas,meat_heavy,mixed,medium,32.6,some,158.5,592.46,high
car_petrol,410.4,0,177.1,coal,none,omnivore,local,low,30.4,some,141.4,353.38,low
car_electric,425.1,6,343.6,mixed,gas,vegan,mixed,medium,23.6,most,99.5,426.4,moderate
car_petrol,789.6,0,204.2,mixed,electric,meat_heavy,local,high,20.0,most,169.7,552.28,high
motorbike,475.7,6,333.6,renewable,gas,vegetarian,imported,high,26.3,some,269.0,505.82,moderate
car_diesel,507.9,1,99.9,coal,electric,omnivore,imported,medium,21.3,most,162.2,525.87,high
car_electric,769.1,0,175.9,renewable,electric,omnivore,mixed,medium,17.3,none,147.2,296.88,low
bus,324.6,6,245.4,renewable,gas,omnivore,imported,low,23.4,most,435.0,580.08,high
car_diesel,243.5,0,295.3,mixed,oil,omnivore,mixed,high,37.2,some,148.2,497.48,moderate
train,577.5,6,292.8,mixed,oil,omnivore,mixed,low,28.8,most,72.4,491.55,moderate
car_petrol,1103.6,4,65.8,mixed,electric,meat_heavy,local,medium,22.5,some,82.7,564.42,high
car_diesel,453.5,6,389.6,renewable,gas,omnivore,mixed,high,12.0,some,150.3,520.33,high
bus,782.6,2,456.2,renewable,oil,omnivore,imported,medium,33.9,some,71.1,468.55,moderate
car_petrol,224.7,0,295.9,mixed,gas,vegan,mixed,medium,23.2,most,181.6,358.68,low
train,135.8,0,223.5,mixed,electric,meat_heavy,mixed,medium,37.8,none,49.3,392.44,low
bus,233.1,0,266.9,mixed,oil,meat_heavy,mixed,medium,29.3,some,8.2,444.11,moderate
car_petrol,657.2,0,262.7,mixed,electric,meat_heavy,mixed,medium,42.9,some,125.7,582.84,high
car_petrol,508.9,1,269.0,renewable,gas,omnivore,mixed,low,18.4,some,168.2,380.99,low
car_diesel,483.7,0,154.8,coal,oil,meat_heavy,imported,medium,35.7,most,155.0,684.07,high
bus,333.2,0,438.0,mixed,oil,omnivore,mixed,high,21.5,some,42.0,434.72,moderate
car_petrol,451.1,3,212.6,mixed,gas,omnivore,mixed,low,25.0,some,116.2,498.64,moderate
cycle,405.6,1,321.1,mixed,gas,meat_heavy,mixed,medium,42.2,most,140.6,517.83,high
car_diesel,148.1,0,169.6,mixed,electric,vegan,mixed,low,41.9,some,275.6,317.94,low
bus,642.3,6,325.2,mixed,gas,omnivore,mixed,medium,32.7,none,49.0,564.88,high
car_petrol,315.0,10,262.9,renewable,gas,omnivore,local,low,24.2,none,220.4,566.23,high
car_petrol,678.9,0,224.0,coal,gas,meat_heavy,imported,low,23.4,some,214.7,776.0,high
bus,687.9,0,556.5,coal,electric,omnivore,mixed,low,34.8,some,87.7,614.11,high
cycle,486.5,1,187.3,mixed,electric,omnivore,imported,medium,20.3,most,274.0,485.84,moderate
car_petrol,309.3,3,21.9,coal,gas,meat_heavy,imported,medium,27.9,most,121.4,621.95,high
train,135.7,0,318.6,mixed,oil,omnivore,imported,medium,31.0,most,168.2,466.25,moderate
car_petrol,761.6,10,305.0,coal,gas,omnivore,mixed,low,36.4,some,307.9,891.43,high
car_petrol,782.2,4,301.6,coal,gas,omnivore,mixed,medium,37.8,none,209.5,799.59,high
car_electric,489.6,0,292.0,mixed,gas,vegetarian,mixed,low,20.8,most,94.9,306.79,low
train,308.3,4,181.5,mixed,electric,vegetarian,mixed,high,37.5,most,55.6,375.2,low
car_petrol,238.9,2,288.7,mixed,oil,omnivore,mixed,medium,36.2,some,102.7,487.89,moderate
car_diesel,402.0,0,155.6,mixed,gas,vegetarian,imported,medium,32.9,some,257.3,438.74,moderate
cycle,891.6,0,380.0,renewable,electric,omnivore,mixed,medium,51.9,none,54.5,278.23,low
car_petrol,138.9,1,217.6,renewable,electric,meat_heavy,mixed,high,15.7,none,13.3,358.51,low
cycle,729.4,10,181.2,mixed,none,meat_heavy,imported,medium,37.5,most,163.6,635.75,high
car_petrol,178.8,1,355.5,coal,gas,meat_heavy,local,medium,29.3,some,44.2,502.44,moderate
motorbike,293.1,0,190.6,mixed,oil,omnivore,mixed,high,32.9,some,193.4,484.82,moderate
car_diesel,629.0,2,284.7,coal,gas,omnivore,imported,low,27.1,some,75.6,607.34,high
car_petrol,446.5,1,262.8,mixed,oil,vegetarian,mixed,medium,29.6,most,64.6,392.99,low
bus,1119.4,3,246.2,renewable,gas,vegetarian,mixed,low,11.4,some,57.7,293.96,low
car_diesel,612.5,0,165.8,renewable,gas,meat_heavy,mixed,medium,33.5,most,107.1,449.37,moderate
train,950.5,0,211.4,mixed,gas,omnivore,local,low,41.3,some,107.3,384.65,low
bus,915.5,2,187.2,renewable,electric,omnivore,local,medium,25.9,most,55.8,331.93,low
cycle,501.1,2,215.4,coal,electric,meat_heavy,imported,medium,39.1,some,107.9,618.88,high
bus,407.9,2,231.0,coal,gas,vegetarian,imported,medium,33.8,most,224.9,515.24,high
bus,155.8,0,277.2,renewable,electric,meat_heavy,imported,high,32.4,some,216.4,489.11,moderate
car_petrol,499.0,3,286.4,mixed,gas,vegetarian,mixed,medium,31.5,some,57.0,464.84,moderate
car_diesel,196.0,4,284.4,coal,gas,omnivore,mixed,medium,33.4,none,64.6,618.0,high
car_diesel,974.8,0,85.4,renewable,electric,vegetarian,imported,medium,34.8,none,84.1,385.02,low
train,334.5,4,20.0,coal,gas,vegetarian,imported,medium,30.5,some,69.3,405.05,moderate
bus,729.4,0,76.7,coal,gas,omnivore,local,low,30.5,none,101.5,413.08,moderate
cycle,248.0,3,245.6,renewable,electric,meat_heavy,mixed,medium,33.5,some,267.2,414.46,moderate
cycle,146.2,3,359.2,mixed,electric,vegetarian,local,medium,17.6,some,215.2,418.25,moderate
cycle,908.1,1,37.6,renewable,electric,omnivore,imported,high,11.6,most,159.5,358.93,low
car_petrol,660.9,1,321.6,mixed,oil,vegetarian,local,medium,18.2,most,149.5,533.21,high
car_diesel,387.1,2,220.9,mixed,oil,omnivore,mixed,high,29.6,some,132.4,528.38,high
car_diesel,563.3,0,317.0,mixed,oil,omnivore,imported,high,31.3,none,95.1,643.18,high
cycle,744.2,0,269.7,coal,electric,meat_heavy,mixed,medium,41.6,most,142.2,513.2,high
car_diesel,489.4,6,320.3,renewable,none,vegetarian,mixed,low,31.0,most,99.0,360.13,low
car_petrol,414.0,3,194.6,renewable,electric,meat_heavy,mixed,high,41.7,most,134.7,572.39,high
car_petrol,419.2,2,178.0,coal,gas,omnivore,imported,medium,34.6,some,60.5,566.37,high
car_petrol,552.3,0,184.5,mixed,gas,meat_heavy,imported,medium,45.0,some,139.8,578.09,high
car_diesel,375.8,0,340.6,mixed,electric,vegetarian,imported,high,5.8,none,342.7,505.46,moderate
car_diesel,678.5,1,258.4,mixed,gas,vegetarian,mixed,medium,18.4,none,206.4,446.24,moderate
train,336.7,3,352.5,mixed,electric,meat_heavy,imported,medium,33.8,none,72.7,606.1,high
train,156.8,0,240.6,mixed,electric,meat_heavy,mixed,high,30.0,most,142.6,457.5,moderate
cycle,350.2,0,289.3,coal,electric,meat_heavy,mixed,medium,27.7,some,31.6,448.17,moderate
car_petrol,587.7,1,315.7,renewable,electric,omnivore,imported,medium,26.6,some,143.0,426.7,moderate
car_petrol,517.3,3,170.1,mixed,oil,omnivore,mixed,medium,14.3,some,111.7,516.02,high
bus,197.9,0,193.6,mixed,electric,omnivore,mixed,medium,7.4,most,45.2,301.37,low
bus,447.2,2,217.5,coal,oil,omnivore,imported,low,19.5,none,108.7,571.92,high
car_petrol,295.5,3,395.1,mixed,gas,omnivore,mixed,medium,33.5,none,173.6,601.22,high
cycle,753.1,1,173.1,mixed,none,omnivore,mixed,low,33.1,none,319.8,397.36,low
train,664.3,2,149.5,coal,electric,vegetarian,mixed,medium,33.7,none,105.2,392.98,low
bus,593.0,10,78.1,coal,gas,omnivore,local,low,14.1,none,110.7,623.69,high
cycle,175.3,0,232.6,mixed,gas,omnivore,mixed,medium,24.4,none,69.9,344.32,low
bus,773.0,2,297.9,mixed,gas,vegetarian,local,medium,32.3,some,129.8,411.6,moderate
cycle,193.1,0,397.4,mixed,gas,omnivore,mixed,medium,28.5,none,115.0,407.43,moderate
motorbike,578.8,1,253.4,renewable,gas,meat_heavy,imported,low,23.5,some,206.8,539.94,high
car_electric,901.4,3,170.0,coal,gas,omnivore,imported,low,26.7,some,50.2,550.4,high
bus,464.5,2,272.0,mixed,gas,vegetarian,local,medium,17.1,none,78.3,346.81,low
train,266.6,0,127.1,mixed,gas,omnivore,mixed,medium,27.5,most,100.5,329.61,low
car_petrol,472.2,2,234.0,coal,gas,omnivore,mixed,medium,22.3,some,58.0,525.0,high
car_diesel,324.3,0,286.2,mixed,oil,vegetarian,mixed,low,15.9,none,152.2,388.68,low
bus,839.5,2,441.7,renewable,oil,omnivore,mixed,medium,2.0,some,152.6,369.15,low
cycle,457.8,2,249.4,renewable,electric,omnivore,mixed,high,27.3,none,179.3,373.17,low
cycle,140.2,2,164.1,renewable,gas,omnivore,mixed,medium,32.3,some,23.8,276.05,low
car_petrol,376.8,3,351.7,coal,electric,vegetarian,local,low,20.0,some,219.3,498.25,moderate
car_petrol,370.8,4,230.4,coal,gas,omnivore,local,low,18.3,some,236.0,629.45,high
car_petrol,786.9,0,194.5,coal,none,vegan,mixed,low,32.6,some,261.8,444.69,moderate
cycle,383.8,2,408.3,mixed,gas,omnivore,mixed,high,17.9,most,236.4,518.13,high
cycle,595.4,3,273.8,coal,gas,meat_heavy,imported,medium,25.1,most,70.2,592.12,high
motorbike,344.4,0,362.2,mixed,electric,omnivore,local,low,9.9,most,36.9,311.61,low
car_petrol,680.8,0,277.3,mixed,gas,meat_heavy,local,high,38.2,none,108.6,616.29,high
bus,369.1,1,263.0,mixed,electric,omnivore,mixed,high,29.3,none,199.6,501.04,moderate
car_electric,358.2,1,357.8,mixed,gas,omnivore,imported,high,45.7,most,89.5,574.7,high
bus,396.9,3,377.5,coal,electric,omnivore,imported,high,31.6,most,85.2,648.46,high
car_petrol,312.6,0,181.6,mixed,electric,omnivore,mixed,low,25.3,none,147.1,372.5,low
car_petrol,612.9,0,108.6,coal,gas,vegan,mixed,high,7.8,most,120.3,424.43,moderate
bus,248.4,1,279.5,coal,gas,meat_heavy,mixed,medium,16.1,some,55.1,588.06,high
car_petrol,55.0,10,179.7,mixed,gas,meat_heavy,mixed,low,37.7,none,251.0,687.71,high
bus,522.3,0,276.9,mixed,oil,omnivore,mixed,medium,39.7,some,105.8,465.72,moderate
car_petrol,278.7,2,162.7,renewable,oil,omnivore,mixed,medium,34.3,some,103.3,392.67,low
car_diesel,923.1,2,338.3,mixed,oil,omnivore,mixed,medium,35.4,some,118.8,658.47,high
cycle,936.7,1,236.6,mixed,oil,vegetarian,mixed,medium,16.2,some,207.9,379.28,low
car_electric,837.7,0,301.3,coal,none,omnivore,local,low,42.7,some,182.9,415.87,moderate
bus,385.9,0,170.7,mixed,gas,vegetarian,mixed,medium,14.0,some,221.9,341.03,low
bus,256.1,0,256.4,mixed,gas,vegetarian,mixed,low,44.2,some,215.0,404.86,moderate
train,213.8,1,271.2,coal,gas,vegetarian,mixed,medium,13.2,none,44.1,363.52,low
car_electric,893.2,1,256.4,mixed,gas,vegetarian,local,medium,21.1,none,30.4,318.13,low
car_petrol,358.9,2,258.1,mixed,electric,omnivore,imported,medium,17.4,none,83.2,536.47,high
car_petrol,622.3,0,175.8,coal,electric,omnivore,imported,medium,21.3,none,91.4,568.91,high
car_petrol,255.9,4,178.4,coal,gas,omnivore,local,low,40.4,some,182.7,545.07,high
cycle,344.4,2,284.5,renewable,electric,meat_heavy,local,medium,38.6,some,89.9,346.67,low
bus,229.0,3,364.1,mixed,gas,meat_heavy,mixed,high,9.9,some,52.7,526.5,high
car_electric,543.5,2,172.8,renewable,gas,vegetarian,local,high,33.9,most,81.2,263.2,low
bus,779.7,2,406.1,mixed,gas,vegetarian,imported,low,9.2,some,391.0,523.73,high
train,149.5,1,279.3,mixed,electric,vegetarian,imported,high,28.0,most,198.6,408.69,moderate
car_diesel,182.6,4,249.9,mixed,oil,omnivore,local,medium,19.1,some,117.9,487.1,moderate
car_petrol,386.8,1,174.2,renewable,gas,meat_heavy,local,medium,26.7,most,217.0,427.0,moderate
car_petrol,198.1,3,200.7,coal,gas,omnivore,local,high,28.5,none,158.7,557.19,high
car_diesel,273.8,4,314.7,mixed,none,omnivore,mixed,high,34.2,most,117.8,451.19,moderate
bus,681.6,2,226.1,coal,gas,meat_heavy,mixed,high,30.5,some,246.8,731.35,high
cycle,442.3,2,367.5,coal,gas,vegan,mixed,medium,18.3,some,363.0,528.78,high
car_diesel,588.8,2,319.8,mixed,oil,vegetarian,local,high,37.1,some,154.7,515.45,high
car_petrol,319.4,0,94.7,mixed,electric,vegetarian,mixed,medium,43.8,none,46.5,347.6,low
car_diesel,325.1,0,73.0,mixed,none,omnivore,local,low,9.8,most,109.4,233.73,low
car_petrol,792.8,2,283.8,coal,gas,vegan,local,medium,17.1,some,80.3,544.64,high
bus,460.6,6,112.8,coal,electric,vegan,local,high,34.7,most,167.9,409.29,moderate
bus,189.9,0,212.8,mixed,electric,vegan,local,medium,18.7,some,41.5,195.81,low
train,428.2,0,290.3,mixed,electric,omnivore,mixed,medium,40.2,none,110.8,390.82,low
bus,426.7,2,221.1,mixed,gas,vegetarian,mixed,medium,41.1,most,83.4,369.34,low
bus,278.5,0,165.3,mixed,gas,omnivore,mixed,high,34.7,none,299.3,506.95,moderate
train,374.7,2,183.2,mixed,gas,omnivore,mixed,medium,16.6,some,54.0,371.33,low
cycle,301.4,0,127.2,mixed,gas,omnivore,mixed,low,31.4,some,126.9,343.8,low
car_petrol,736.6,2,300.1,mixed,electric,meat_heavy,imported,low,43.0,some,295.7,757.59,high
cycle,202.7,2,358.3,renewable,gas,vegan,imported,medium,15.9,none,142.8,231.63,low
train,646.4,2,214.1,mixed,gas,vegetarian,imported,low,29.0,some,95.8,388.64,low
car_diesel,564.6,2,267.4,mixed,electric,omnivore,local,low,27.4,most,102.8,461.36,moderate
cycle,174.2,4,147.9,mixed,oil,meat_heavy,mixed,medium,35.0,none,126.7,587.57,high
train,392.6,0,210.5,mixed,gas,omnivore,mixed,medium,39.4,some,67.7,392.27,low
bus,747.5,1,68.0,coal,gas,omnivore,mixed,low,23.7,some,109.7,508.94,moderate
train,103.9,2,258.2,coal,gas,omnivore,local,medium,30.7,some,120.0,516.03,high
car_petrol,414.6,2,188.6,coal,gas,vegetarian,mixed,low,31.8,most,211.7,587.4,high
